Sexo,Edad,REdad,EstCiv,ZONA,Region,Prov,Dis,TVidaAño,Ingreso,T_Plazo,T_Micro,T_Convenios,T_TC,T_EI,Deu_TOTAL_SBS,Deu_Emp_SBS,Deu_Pequ_SBS,Deu_Micr_SBS,Deu_ConR_SBS,Deu_ConN_SBS,Deu_Hipo_SBS,Lin_TCre_SBS,Deu_TCre_SBS,Deu_Conv_SBS,Deu_PLD_SBS,Deu_Vehi_SBS,Deu_Otro_SBS,Deu_HipTrad_SBS,Deu_MiViv_SBS
Masculino,38.0,[35 - 40>,Soltero,ZONA NORTE,LA LIBERTAD,TRUJILLO,TRUJILLO,5.572602739726028,3549.0,0.0,0.0,0.0,0.0,0.0,46016.793422,,,,13362.10346,,32654.689962,24858.855772,13362.10346,,,,,,32654.689962
Masculino,58.0,[55 - 60>,Casado,ZONA 6,LIMA,LIMA,PUEBLO LIBRE,5.5698630136986305,2644.98,0.0,0.0,0.0,1.0,1.0,62082.452894,,,,1023.96026,,61058.492634,40596.95101,1023.96026,,,,,61058.492634,
Femenino,34.0,[30 - 35>,Conviviente,ZONA CENTRO,ANCASH,SANTA,CHIMBOTE,5.5698630136986305,1159.51,0.0,0.0,0.0,1.0,1.0,1273.528605,,,,1273.528605,,,2042.822884,,,1273.528605,,,,
Femenino,48.0,[45 - 50>,Soltero,ZONA CENTRO,JUNIN,HUANCAYO,HUANCAYO,5.5698630136986305,1511.43,0.0,0.0,0.0,0.0,0.0,17591.109969,,,,1450.030832,16141.079136,,,1450.030832,14356.443987,1784.635149,,,,
Femenino,48.0,[45 - 50>,Soltero,ZONA NORTE,CAJAMARCA,CAJAMARCA,CAJAMARCA,5.5698630136986305,1032.52,0.0,1.0,0.0,0.0,0.0,657.386091,,,657.386091,,,,,,,,,,,
Masculino,30.0,[30 - 35>,Conviviente,ZONA 3,LIMA,LIMA,SAN JUAN DE LURIGANCHO,5.567123287671233,1220.93,0.0,0.0,0.0,0.0,0.0,23742.565947,,23742.565947,,,,,,,,,,,,
Femenino,42.0,[40 - 45>,Conviviente,ZONA 9,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,5.564383561643836,1269.07,0.0,0.0,0.0,1.0,1.0,685.912983,,,,685.912983,,,2434.20692,30.507022,,655.40596,,,,
Masculino,52.0,[50 - 55>,Soltero,ZONA NORTE,TUMBES,TUMBES,TUMBES,5.564383561643836,1080.66,0.0,1.0,0.0,0.0,0.0,15440.332305,,,15438.506337,1.825967,,,171.291538,1.825967,,,,,,
Masculino,46.0,[45 - 50>,Casado,ZONA CENTRO,JUNIN,HUANCAYO,HUANCAYO,5.564383561643836,1641.6,0.0,0.0,0.0,0.0,0.0,10271.928742,,,,,10271.928742,,,,,10271.928742,,,,
Femenino,36.0,[35 - 40>,Conviviente,ZONA 9,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,5.564383561643836,812.28,0.0,1.0,0.0,0.0,0.0,9374.405618,,4753.538883,,200.736553,4420.130181,,291.538198,200.736553,,4420.130181,,,,
Masculino,32.0,[30 - 35>,Soltero,ZONA NORTE,LA LIBERTAD,TRUJILLO,TRUJILLO,5.564383561643836,3429.0,0.0,0.0,0.0,0.0,0.0,16322.329564,,,,12850.715998,3471.613566,,35729.578622,16322.329564,,,,,,
Masculino,36.0,[35 - 40>,Soltero,ZONA SUR,ICA,ICA,ICA,5.564383561643836,2141.69,0.0,0.0,0.0,1.0,1.0,11867.399794,,,,3121.616992,839.277149,7906.505652,27407.622473,3960.894141,,,,,7906.505652,
Femenino,53.0,[50 - 55>,Soltero,ZONA CENTRO,ANCASH,HUARAZ,HUARAZ,5.561643835616438,1124.65,0.0,0.0,1.0,0.0,0.0,5698.934566,,,,,5698.934566,,,,4632.031517,1066.903048,,,,
Masculino,48.0,[45 - 50>,Casado,ZONA 7,LIMA,LIMA,MIRAFLORES,5.561643835616438,13400.0,0.0,0.0,0.0,0.0,0.0,640405.844467,,,,14908.687906,79865.097636,545632.058924,30240.075368,14908.687906,,79865.097636,,,545632.058924,
Masculino,42.0,[40 - 45>,Casado,ZONA 10,CALLAO,CALLAO,VENTANILLA,5.561643835616438,1317.21,0.0,1.0,0.0,0.0,0.0,19088.403562,,18404.391915,,684.011647,,,2055.498458,684.011647,,,,,,
Masculino,33.0,[30 - 35>,Casado,ZONA NORTE,TUMBES,TUMBES,TUMBES,5.561643835616438,2682.42,0.0,0.0,0.0,0.0,0.0,21069.825282,,,,1357.917094,19711.908187,,11082.562521,1357.917094,,19711.908187,,,,
Femenino,52.0,[50 - 55>,Soltero,ZONA SUR,TACNA,TACNA,TACNA,5.558904109589041,1184.41,0.0,0.0,1.0,0.0,0.0,7263.401849,,,,,7263.401849,,,,7263.401849,,,,,
Masculino,32.0,[30 - 35>,Soltero,ZONA 9,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,5.558904109589041,1384.44,0.0,0.0,0.0,1.0,0.0,1336.327509,,,,1336.327509,,,2590.541281,1336.327509,,,,,,
Femenino,58.0,[55 - 60>,Soltero,ZONA SUR,AREQUIPA,AREQUIPA,PAUCARPATA,5.558904109589041,1851.2,0.0,0.0,0.0,1.0,0.0,14531.551901,,,,6271.05173,8260.500171,,29914.868105,6271.05173,,8260.500171,,,,
Femenino,30.0,[30 - 35>,Casado,ZONA 10,CALLAO,CALLAO,CALLAO,5.553424657534246,1277.37,0.0,0.0,0.0,1.0,1.0,503.014731,,,,503.014731,,,1000.342583,503.014731,,,,,,
Femenino,41.0,[40 - 45>,Conviviente,ZONA 1,LIMA,LIMA,COMAS,5.550684931506849,1196.03,0.0,1.0,0.0,0.0,0.0,11662.781774,,5746.584446,,678.095238,5238.102089,,1696.128811,678.095238,,5238.102089,,,,
Masculino,39.0,[35 - 40>,Soltero,ZONA 12,LIMA,CAÑETE,CHILCA,5.5479452054794525,1591.11,0.0,0.0,0.0,0.0,0.0,7612.370674,,,,779.294278,6833.076396,,7348.749571,779.294278,165.40596,6667.670435,,,,
Masculino,30.0,[30 - 35>,Conviviente,ZONA NORTE,TUMBES,TUMBES,TUMBES,5.5479452054794525,1547.12,0.0,0.0,0.0,0.0,0.0,22344.618019,,19801.904761,,2542.713257,,,4110.996916,2542.713257,,,,,,
Femenino,43.0,[40 - 45>,Casado,ZONA 7,LIMA,LIMA,SANTIAGO DE SURCO,5.5479452054794525,1592.77,0.0,0.0,0.0,0.0,0.0,187.11545,,,,187.11545,,,6688.900308,187.11545,,,,,,
Femenino,56.0,[55 - 60>,Soltero,ZONA SUR,ICA,CHINCHA,CHINCHA ALTA,5.5479452054794525,738.36,0.0,0.0,0.0,0.0,0.0,677.639602,,,,44.912641,632.726961,,44.912641,44.912641,,632.726961,,,,
Femenino,40.0,[40 - 45>,Soltero,ZONA 9,LIMA,LIMA,VILLA EL SALVADOR,5.545205479452055,1176.11,0.0,1.0,0.0,0.0,0.0,76323.850633,,75974.227475,,349.623158,,,1027.749229,349.623158,,,,,,
Femenino,37.0,[35 - 40>,Soltero,ZONA SELVA,SAN MARTIN,EL DORADO,SAN MARTIN,5.545205479452055,651.84,0.0,0.0,0.0,0.0,0.0,3468.533744,,,,,3468.533744,,0.342583,,,3383.538883,,,,
Masculino,58.0,[55 - 60>,Casado,ZONA NORTE,PIURA,SULLANA,QUERECOTILLO,5.542465753424658,1215.12,0.0,1.0,0.0,0.0,0.0,5143.843782,,,5143.843782,,,,,,,,,,,
Masculino,49.0,[45 - 50>,Conviviente,ZONA 10,CALLAO,CALLAO,BELLAVISTA,5.542465753424658,1196.86,0.0,1.0,0.0,0.0,0.0,11226.611853,,,11226.611853,,,,685.166152,,,,,,,
Femenino,32.0,[30 - 35>,Soltero,ZONA 6,LIMA,LIMA,PUEBLO LIBRE,5.542465753424658,1975.2,0.0,0.0,0.0,0.0,0.0,35174.155532,,,,,5296.320657,29877.834874,890.715998,,,5296.320657,,,,29877.834874
Femenino,44.0,[40 - 45>,Soltero,ZONA 4,LIMA,LIMA,RIMAC,5.53972602739726,1632.0,0.0,1.0,0.0,0.0,0.0,112164.713943,112164.713943,,,,,,,,,,,,,
Femenino,46.0,[45 - 50>,Divorciado,ZONA CENTRO,JUNIN,HUANCAYO,HUANCAYO,5.53972602739726,1039.99,0.0,1.0,0.0,0.0,0.0,3684.251455,,,2907.105173,777.146282,,,1453.579993,777.146282,,,,,,
Masculino,38.0,[35 - 40>,Casado,ZONA NORTE,PIURA,SULLANA,SULLANA,5.534246575342466,976.08,0.0,0.0,1.0,1.0,0.0,3044.155532,,,,43.91915,3000.236382,,230.0,43.91915,2185.351147,814.885234,,,,
Masculino,56.0,[55 - 60>,Soltero,ZONA CENTRO,JUNIN,JAUJA,JAUJA,5.534246575342466,1184.41,0.0,0.0,0.0,0.0,0.0,7587.862281,,,,,7587.862281,,,,5252.987324,2334.874957,,,,
Femenino,38.0,[35 - 40>,Conviviente,ZONA 1,LIMA,LIMA,COMAS,5.531506849315068,877.31,0.0,1.0,0.0,0.0,0.0,15718.465227,,9501.89791,,,6216.567317,,0.685166,,,6216.567317,,,,
Femenino,50.0,[50 - 55>,Soltero,ZONA 4,LIMA,LIMA,LIMA,5.526027397260274,1009.28,0.0,0.0,1.0,0.0,0.0,6360.68174,,,,,6360.68174,,,,4620.712572,1739.969167,,,,
Femenino,43.0,[40 - 45>,Soltero,ZONA CENTRO,JUNIN,HUANCAYO,HUANCAYO,5.523287671232877,1032.52,0.0,0.0,0.0,0.0,0.0,224.676258,,,224.676258,,,,,,,,,,,
Masculino,50.0,[50 - 55>,Conviviente,ZONA 1,LIMA,LIMA,CARABAYLLO,5.523287671232877,1389.42,0.0,1.0,0.0,0.0,0.0,47053.662213,,45258.698184,,,1794.964028,,,,,1794.964028,,,,
Femenino,41.0,[40 - 45>,Soltero,ZONA CENTRO,ANCASH,HUARAZ,HUARAZ,5.523287671232877,1303.1,0.0,0.0,1.0,0.0,0.0,10343.367591,,,,,10343.367591,,,,9978.311065,,,365.056526,,
Femenino,36.0,[35 - 40>,Casado,ZONA NORTE,TUMBES,TUMBES,TUMBES,5.523287671232877,1184.41,0.0,1.0,0.0,0.0,0.0,3326.51593,,,2415.765673,910.750256,,,1291.09284,910.750256,,,,,,
Femenino,32.0,[30 - 35>,Casado,ZONA CENTRO,ANCASH,HUARAZ,HUARAZ,5.523287671232877,1479.06,0.0,1.0,0.0,0.0,0.0,11848.191161,,,11620.161014,,228.030147,,,,,228.030147,,,,
Femenino,44.0,[40 - 45>,Casado,ZONA CENTRO,HUANUCO,HUANUCO,AMARILIS,5.523287671232877,1221.76,0.0,0.0,1.0,0.0,0.0,68.00274,,,,,68.00274,,1062.007536,,68.00274,,,,,
Femenino,43.0,[40 - 45>,Soltero,ZONA 1,LIMA,LIMA,CARABAYLLO,5.52054794520548,1441.71,0.0,1.0,0.0,0.0,0.0,5793.7136,,,2368.831791,1827.153134,1597.728674,,4635.65262,3424.881808,,,,,,
Masculino,39.0,[35 - 40>,Casado,ZONA SUR,AREQUIPA,AREQUIPA,AREQUIPA,5.52054794520548,1736.0,0.0,0.0,0.0,0.0,0.0,10146.776293,,,,2462.404933,7684.37136,,15068.280232,5848.996231,,4297.780061,,,,
Masculino,58.0,[55 - 60>,Casado,ZONA 12,LIMA,BARRANCA,PARAMONGA,5.512328767123288,1645.89,0.0,0.0,0.0,1.0,0.0,5774.953751,,,,2524.713943,3250.239808,,18127.968482,2524.713943,3250.239808,,,,,
Masculino,32.0,[30 - 35>,Soltero,ZONA NORTE,PIURA,MORROPON,SALITRAL,5.512328767123288,947.03,0.0,0.0,0.0,0.0,0.0,1879.852689,,,,,1879.852689,,,,,1879.852689,,,,
Masculino,42.0,[40 - 45>,Soltero,ZONA 12,LIMA,HUAURA,HUACHO,5.512328767123288,1079.83,0.0,0.0,0.0,1.0,0.0,554.367934,,,,554.367934,,,4094.210346,554.367934,,,,,,
Femenino,35.0,[35 - 40>,Soltero,ZONA SUR,TACNA,TACNA,TACNA,5.512328767123288,1251.64,0.0,0.0,0.0,0.0,0.0,8903.788968,,,,350.308324,8553.480644,,2432.339842,350.308324,8333.501199,219.979445,,,,
Masculino,43.0,[40 - 45>,Soltero,ZONA CENTRO,ANCASH,HUARAZ,HUARAZ,5.512328767123288,1362.86,0.0,0.0,1.0,0.0,0.0,14972.298732,,4998.657074,,,9973.641658,,,,9973.641658,,,,,
Masculino,35.0,[35 - 40>,Casado,ZONA 2,LIMA,LIMA,LOS OLIVOS,2.484931506849315,2406.3,0.0,0.0,0.0,0.0,0.0,7565.018842,,,,7565.018842,,,12657.372387,7565.018842,,,,,,
Femenino,31.0,[30 - 35>,Soltero,ZONA 5,LIMA,LIMA,EL AGUSTINO,5.506849315068493,995.17,0.0,0.0,0.0,0.0,0.0,4308.29051,,,2794.347379,1276.002055,237.941075,,1861.784857,1513.943131,,,,,,
Masculino,54.0,[50 - 55>,Conviviente,ZONA 8,LIMA,LIMA,SAN JUAN DE MIRAFLORES,5.501369863013698,1152.04,0.0,0.0,0.0,0.0,0.0,1392.267899,,,1392.267899,,,,,,,,,,,
Masculino,49.0,[45 - 50>,Soltero,ZONA NORTE,CAJAMARCA,CAJAMARCA,CAJAMARCA,5.501369863013698,1243.34,0.0,0.0,1.0,0.0,0.0,8621.373758,,,,,8621.373758,,,,5886.735183,2734.638574,,,,
Femenino,38.0,[35 - 40>,Soltero,ZONA 2,LIMA,LIMA,SAN MARTIN DE PORRES,5.501369863013698,2907.52,0.0,0.0,0.0,0.0,0.0,71860.500171,,,,835.936964,,71024.563206,8771.730044,835.936964,,,,,71024.563206,
Femenino,53.0,[50 - 55>,Casado,ZONA SUR,CUSCO,CUSCO,CUSCO,5.501369863013698,1599.41,0.0,1.0,0.0,0.0,0.0,17583.943131,,17583.943131,,,,,,,,,,,,
Masculino,40.0,[40 - 45>,Casado,ZONA 10,CALLAO,CALLAO,BELLAVISTA,5.498630136986302,1264.92,0.0,0.0,0.0,0.0,0.0,5240.099349,,,2857.595066,105.553271,2276.95101,,1227.663583,105.553271,,2276.95101,,,,
Femenino,59.0,[55 - 60>,Soltero,ZONA CENTRO,ANCASH,CASMA,CASMA,5.493150684931507,1362.86,0.0,0.0,1.0,0.0,0.0,14889.852689,,,,,14889.852689,,,,13846.58102,1043.271668,,,,
Masculino,34.0,[30 - 35>,Soltero,ZONA 1,LIMA,LIMA,PUENTE PIEDRA,5.493150684931507,1390.25,0.0,0.0,0.0,1.0,0.0,2539.01336,,,,1001.229873,1537.783487,,4558.321342,2539.01336,,,,,,
Masculino,35.0,[35 - 40>,Soltero,ZONA NORTE,LAMBAYEQUE,CHICLAYO,CHICLAYO,5.49041095890411,1097.26,0.0,1.0,0.0,0.0,0.0,15709.256594,,15681.843096,,27.413497,,,171.291538,27.413497,,,,,,
Femenino,57.0,[55 - 60>,Divorciado,ZONA 9,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,5.49041095890411,2347.88,0.0,1.0,0.0,0.0,0.0,30410.715998,,3459.321685,,2533.257965,24418.136348,,4408.348749,4098.16718,,22853.227132,,,,
Femenino,56.0,[55 - 60>,Casado,ZONA 7,LIMA,LIMA,SANTIAGO DE SURCO,5.49041095890411,2477.28,0.0,0.0,0.0,1.0,0.0,15626.029462,,,,15626.029462,,,27409.328537,15626.029462,,,,,,
Femenino,53.0,[50 - 55>,Soltero,ZONA NORTE,LAMBAYEQUE,CHICLAYO,CHICLAYO,5.49041095890411,1946.4,0.0,0.0,0.0,0.0,0.0,50350.034258,,,,3768.982528,46581.05173,,8231.277834,3768.982528,33156.111682,13424.940047,,,,
Masculino,45.0,[45 - 50>,Conviviente,ZONA NORTE,LAMBAYEQUE,CHICLAYO,CHICLAYO,5.49041095890411,1704.0,0.0,0.0,0.0,0.0,0.0,31275.25865,,14602.319287,,,730.880438,15942.058924,,,,730.880438,,,15942.058924,
Femenino,36.0,[35 - 40>,Soltero,ZONA 5,LIMA,LIMA,SANTA ANITA,5.49041095890411,878.97,0.0,1.0,0.0,0.0,0.0,15420.274066,,14069.376498,,620.647482,730.250085,,620.647482,620.647482,,730.250085,,,,
Masculino,46.0,[45 - 50>,Soltero,ZONA 1,LIMA,LIMA,CARABAYLLO,5.487671232876712,1061.57,0.0,0.0,0.0,0.0,0.0,2828.132922,,,2828.132922,,,,0.342583,,,,,,,
Masculino,50.0,[50 - 55>,Soltero,ZONA 2,LIMA,LIMA,SAN MARTIN DE PORRES,5.484931506849315,1177.77,0.0,1.0,0.0,0.0,0.0,2831.027749,,,2613.936279,217.091469,,,513.874614,217.091469,,,,,,
Masculino,37.0,[35 - 40>,Soltero,ZONA NORTE,PIURA,PIURA,PIURA,5.484931506849315,1214.29,0.0,1.0,0.0,1.0,0.0,12622.750942,,,11093.624528,652.898252,876.22816,,1223.021582,652.898252,625.049674,251.178485,,,,
Femenino,46.0,[45 - 50>,Casado,ZONA 4,LIMA,LIMA,LIMA,5.484931506849315,2347.8,0.0,1.0,0.0,0.0,0.0,61882.617334,,6160.095923,,,,55722.521411,0.342583,,,,,,55722.521411,
Femenino,35.0,[35 - 40>,Soltero,ZONA CENTRO,ANCASH,HUARAZ,HUARAZ,5.484931506849315,1092.28,0.0,1.0,0.0,0.0,0.0,1980.483042,,,1980.483042,,,,,,,,,,,
Masculino,46.0,[45 - 50>,Soltero,ZONA SUR,ICA,ICA,ICA,5.484931506849315,1311.4,0.0,0.0,0.0,0.0,0.0,10184.984583,,,,300.397396,9884.587187,,3819.801301,300.397396,8754.854402,,,,,
Femenino,42.0,[40 - 45>,Soltero,ZONA NORTE,LAMBAYEQUE,CHICLAYO,PUCALA,5.482191780821918,1498.98,0.0,0.0,0.0,0.0,0.0,16051.887632,,,,5774.39534,10277.492291,,15905.138746,5774.39534,10277.492291,,,,,
Femenino,48.0,[45 - 50>,Soltero,ZONA 5,LIMA,LIMA,EL AGUSTINO,5.482191780821918,1590.28,0.0,0.0,0.0,0.0,0.0,241.572456,,,,241.572456,,,28607.276464,241.572456,,,,,,
Masculino,47.0,[45 - 50>,Conviviente,ZONA 7,LIMA,LIMA,LA MOLINA,5.47945205479452,3210.24,0.0,1.0,0.0,0.0,0.0,115990.534429,24584.450154,88689.280575,,2716.803699,,,3768.41384,2716.803699,,,,,,
Masculino,42.0,[40 - 45>,Soltero,ZONA NORTE,LA LIBERTAD,TRUJILLO,TRUJILLO,5.47945205479452,3987.75,0.0,0.0,0.0,0.0,0.0,113185.015416,,,,794.967454,,112390.047961,27372.524837,794.967454,,,,,112390.047961,
Masculino,32.0,[30 - 35>,Soltero,ZONA 5,LIMA,LIMA,ATE-VITARTE,5.47945205479452,908.85,0.0,1.0,0.0,0.0,0.0,550.647482,,,532.182254,18.465227,,,18.465227,18.465227,,,,,,
Masculino,37.0,[35 - 40>,Soltero,ZONA SUR,AREQUIPA,AREQUIPA,PAUCARPATA,5.473972602739726,1241.68,0.0,0.0,0.0,0.0,0.0,2607.368961,,,377.300445,,2230.068516,,,,,2230.068516,,,,
Masculino,36.0,[35 - 40>,Casado,ZONA 4,LIMA,LIMA,LA VICTORIA,5.473972602739726,1210.97,0.0,0.0,0.0,0.0,0.0,684.892086,,,,,684.892086,,,,,,,684.892086,,
Femenino,50.0,[50 - 55>,Soltero,ZONA NORTE,LAMBAYEQUE,CHICLAYO,POMALCA,5.473972602739726,1540.48,0.0,0.0,0.0,1.0,0.0,14618.383007,,,,14618.383007,,,22446.300102,14618.383007,,,,,,
Femenino,55.0,[55 - 60>,Conviviente,ZONA 2,LIMA,LIMA,LOS OLIVOS,5.471232876712329,718.2,0.0,1.0,0.0,0.0,0.0,55451.05173,,55434.775608,,16.276121,,,531.003768,16.276121,,,,,,
Masculino,37.0,[35 - 40>,Conviviente,ZONA 8,LIMA,LIMA,CHORRILLOS,5.471232876712329,1479.06,0.0,1.0,0.0,0.0,0.0,21931.644398,,21931.644398,,,,,,,,,,,,
Masculino,34.0,[30 - 35>,Casado,ZONA SUR,TACNA,TACNA,TACNA,5.468493150684932,1293.97,0.0,0.0,0.0,1.0,1.0,749.83556,,,,749.83556,,,5240.236382,749.83556,,,,,,
Masculino,44.0,[40 - 45>,Soltero,ZONA SUR,TACNA,TACNA,TACNA,5.468493150684932,1038.33,0.0,0.0,1.0,0.0,0.0,3512.113737,,,,307.249057,3204.864679,,342.583076,307.249057,2206.385748,998.478931,,,,
Femenino,59.0,[55 - 60>,Soltero,ZONA 4,LIMA,LIMA,LIMA,5.465753424657534,812.28,0.0,0.0,0.0,0.0,0.0,370.123329,,,,370.123329,,,370.123329,370.123329,,,,,,
Femenino,46.0,[45 - 50>,Soltero,ZONA SUR,AREQUIPA,AREQUIPA,AREQUIPA,5.465753424657534,1436.73,0.0,0.0,0.0,1.0,1.0,928.2494,,,,928.2494,,,6733.860911,928.2494,,,,,,
Masculino,31.0,[30 - 35>,Soltero,ZONA 6,LIMA,LIMA,MAGDALENA DEL MAR,5.465753424657534,2794.33,0.0,0.0,0.0,0.0,0.0,661.562178,,,,661.562178,,,7708.119218,661.562178,,,,,,
Femenino,58.0,[55 - 60>,Casado,ZONA 5,LIMA,LIMA,ATE-VITARTE,5.465753424657534,4707.14,0.0,0.0,0.0,0.0,0.0,40576.690647,,,,19229.989722,21346.700924,,38400.137033,19229.989722,,21346.700924,,,,
Femenino,54.0,[50 - 55>,Soltero,ZONA 8,LIMA,LIMA,SAN JUAN DE MIRAFLORES,5.465753424657534,1616.84,0.0,0.0,0.0,1.0,1.0,6758.139773,,,,6758.139773,,,27080.191846,6140.654333,,617.48544,,,,
Femenino,43.0,[40 - 45>,Casado,ZONA CENTRO,ANCASH,SANTA,NUEVO CHIMBOTE,5.465753424657534,1058.25,0.0,0.0,1.0,0.0,0.0,2123.96026,,,342.583076,330.31175,1451.065433,,342.583076,330.31175,290.287769,1160.777663,,,,
Masculino,43.0,[40 - 45>,Soltero,ZONA SUR,TACNA,TACNA,TACNA,5.465753424657534,1270.73,0.0,0.0,0.0,0.0,0.0,13.669064,,,,13.669064,,,1712.915381,13.669064,,,,,,
Femenino,41.0,[40 - 45>,Soltero,ZONA 8,LIMA,LIMA,CHORRILLOS,5.463013698630137,651.84,0.0,0.0,0.0,0.0,0.0,88.927714,,,,88.927714,,,582.391229,88.927714,,,,,,
Femenino,40.0,[40 - 45>,Soltero,ZONA 9,LIMA,LIMA,VILLA EL SALVADOR,5.463013698630137,1390.25,0.0,0.0,0.0,0.0,0.0,8070.822199,,,8070.822199,,,,,,,,,,,
Femenino,54.0,[50 - 55>,Soltero,ZONA 6,LIMA,LIMA,JESUS MARIA,5.46027397260274,2309.17,0.0,0.0,0.0,0.0,0.0,16642.483727,,,,11076.947584,5565.536142,,27319.561493,16642.483727,,,,,,
Masculino,31.0,[30 - 35>,Soltero,ZONA 4,LIMA,LIMA,LIMA,5.46027397260274,2779.7,0.0,0.0,0.0,0.0,0.0,84781.524494,,,,,,84781.524494,,,,,,,84781.524494,
Femenino,38.0,[35 - 40>,Soltero,ZONA CENTRO,JUNIN,HUANCAYO,HUANCAYO,5.4520547945205475,1645.89,0.0,0.0,0.0,0.0,0.0,5361.370332,,,,,5361.370332,,5138.746145,,,5361.370332,,,,
Masculino,33.0,[30 - 35>,Soltero,ZONA 7,LIMA,LIMA,MIRAFLORES,5.449315068493151,5467.86,0.0,0.0,0.0,0.0,0.0,122783.374443,,,,2351.044878,,120432.329564,38234.460431,2351.044878,,,,,120432.329564,
Masculino,40.0,[40 - 45>,Soltero,ZONA 9,LIMA,LIMA,VILLA EL SALVADOR,5.443835616438356,914.66,0.0,0.0,0.0,0.0,0.0,227.978759,,,,227.978759,,,365.005138,227.978759,,,,,,
Masculino,46.0,[45 - 50>,Soltero,ZONA SUR,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,5.443835616438356,1735.2,0.0,1.0,0.0,0.0,0.0,7154.844124,,2340.654333,,4814.189791,,,8393.573141,4814.189791,,,,,,
Femenino,47.0,[45 - 50>,Soltero,ZONA NORTE,PIURA,PIURA,CASTILLA,5.443835616438356,1236.7,0.0,0.0,0.0,0.0,0.0,6814.487838,,,,2852.531688,3961.956149,,9126.652963,6814.487838,,,,,,
Masculino,32.0,[30 - 35>,Soltero,ZONA SUR,AREQUIPA,AREQUIPA,PAUCARPATA,5.443835616438356,2045.31,0.0,0.0,0.0,1.0,1.0,10420.496745,,,,10420.496745,,,21492.219938,4941.226447,,5479.270298,,,,
Femenino,41.0,[40 - 45>,Soltero,ZONA 2,LIMA,LIMA,LOS OLIVOS,5.443835616438356,2591.16,0.0,0.0,0.0,0.0,0.0,16939.921205,,,,225.861596,,16714.059609,19184.994861,225.861596,,,,,,16714.059609
Femenino,52.0,[50 - 55>,Soltero,ZONA 9,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,5.441095890410959,833.32,0.0,1.0,0.0,0.0,0.0,6368.420692,,4399.527235,,1466.553614,502.339842,,1678.657074,1466.553614,,502.339842,,,,
Masculino,35.0,[35 - 40>,Soltero,ZONA 7,LIMA,LIMA,SANTIAGO DE SURCO,5.441095890410959,5691.34,0.0,0.0,0.0,0.0,0.0,114749.948612,,,,4736.529633,13034.840698,96978.57828,31925.316889,4736.529633,,,13034.840698,,96978.57828,
Masculino,31.0,[30 - 35>,Soltero,ZONA SUR,AREQUIPA,AREQUIPA,AREQUIPA,5.441095890410959,1404.36,0.0,0.0,0.0,0.0,0.0,8187.475162,,,,234.703665,7952.771497,,274.066461,234.703665,,7952.771497,,,,
Masculino,52.0,[50 - 55>,Soltero,ZONA NORTE,CAJAMARCA,CAJAMARCA,CAJAMARCA,5.435616438356164,2428.14,0.0,0.0,0.0,0.0,0.0,26974.415895,,,,12876.536485,14097.87941,,34871.188763,12876.536485,,14097.87941,,,,
Femenino,45.0,[45 - 50>,Soltero,ZONA SELVA,UCAYALI,CORONEL PORTILLO,CALLERIA,5.432876712328767,799.68,0.0,0.0,1.0,0.0,0.0,11613.055841,,,,1.11682,11611.93902,,1781.77458,1.11682,11611.93902,,,,,
Femenino,39.0,[35 - 40>,Soltero,NO REGISTRA,NO REGISTRA,NO REGISTRA,NO REGISTRA,5.432876712328767,3802.5,0.0,0.0,0.0,0.0,0.0,48665.121616,,,,9746.454265,38918.667351,,58809.564919,33070.95238,,15594.169236,,,,
Masculino,32.0,[30 - 35>,Soltero,ZONA CENTRO,ANCASH,HUARAZ,HUARAZ,5.427397260273972,986.87,0.0,0.0,0.0,0.0,0.0,1854.549503,,,,,1854.549503,,,,,1854.549503,,,,
Masculino,37.0,[35 - 40>,Casado,ZONA SELVA,LORETO,MAYNAS,IQUITOS,5.427397260273972,1047.46,0.0,0.0,0.0,1.0,1.0,50.006851,,,,50.006851,,,520.342583,50.006851,,,,,,
Femenino,42.0,[40 - 45>,Conviviente,ZONA CENTRO,ANCASH,SANTA,COISHCO,5.427397260273972,1032.52,0.0,1.0,0.0,0.0,0.0,562.692702,,,562.692702,,,,,,,,,,,
Masculino,59.0,[55 - 60>,Soltero,ZONA SUR,PUNO,SAN ROMAN,JULIACA,5.427397260273972,1241.68,0.0,0.0,0.0,0.0,0.0,747.889688,,,747.889688,,,,,,,,,,,
Masculino,59.0,[55 - 60>,Casado,ZONA NORTE,LA LIBERTAD,TRUJILLO,TRUJILLO,5.427397260273972,1915.2,0.0,0.0,0.0,1.0,1.0,127.821171,,,,,127.821171,,34149.023638,,,127.821171,,,,
Femenino,46.0,[45 - 50>,Soltero,ZONA CENTRO,ANCASH,HUAYLAS,HUAYLAS,5.424657534246576,1181.09,0.0,0.0,1.0,0.0,0.0,14712.093182,,,,687.338129,14024.755053,,,687.338129,12503.079821,1521.675231,,,,
