Sexo,Edad,REdad,EstCiv,ZONA,Region,Prov,Dis,TVidaAño,Ingreso,T_Plazo,T_Micro,T_Convenios,T_TC,T_EI,Deu_TOTAL_SBS,Deu_Emp_SBS,Deu_Pequ_SBS,Deu_Micr_SBS,Deu_ConR_SBS,Deu_ConN_SBS,Deu_Hipo_SBS,Lin_TCre_SBS,Deu_TCre_SBS,Deu_Conv_SBS,Deu_PLD_SBS,Deu_Vehi_SBS,Deu_Otro_SBS,Deu_HipTrad_SBS,Deu_MiViv_SBS
Femenino,52.0,[50 - 55>,Soltero,ZONA 8,LIMA,LIMA,SURQUILLO,24.33150684931507,1385.27,1.0,0.0,0.0,0.0,0.0,136.156217,,,,136.156217,,,6179.033915,136.156217,,,,,,
Masculino,51.0,[50 - 55>,Casado,ZONA 7,LIMA,LIMA,SANTIAGO DE SURCO,24.328767123287673,3410.12,1.0,0.0,0.0,0.0,0.0,1773.569715,,,,1773.569715,,,35255.224391,1773.569715,,,,,,
Femenino,52.0,[50 - 55>,Casado,ZONA 6,LIMA,LIMA,PUEBLO LIBRE,24.326027397260273,1942.4,1.0,0.0,0.0,0.0,0.0,7807.211373,,,,5486.402877,2320.808496,,16557.142857,5486.402877,,2320.808496,,,,
Masculino,50.0,[50 - 55>,Soltero,ZONA 6,LIMA,LIMA,SAN MIGUEL,24.323287671232876,4807.04,1.0,0.0,0.0,0.0,0.0,8558.776978,,,,5270.034258,3288.74272,,34090.808496,5270.034258,,3288.74272,,,,
Femenino,59.0,[55 - 60>,Soltero,ZONA 6,LIMA,LIMA,PUEBLO LIBRE,24.28219178082192,1377.8,1.0,0.0,0.0,0.0,0.0,417.129153,,,,417.129153,,,1370.332305,417.129153,,,,,,
Masculino,42.0,[40 - 45>,Soltero,ZONA 7,LIMA,LIMA,MIRAFLORES,24.213698630136985,2641.08,1.0,0.0,0.0,0.0,0.0,10.839328,,,,10.839328,,,24460.431654,10.839328,,,,,,
Femenino,37.0,[35 - 40>,Casado,ZONA 6,LIMA,LIMA,MAGDALENA DEL MAR,23.731506849315068,2558.4,1.0,0.0,0.0,1.0,0.0,13298.376156,,,,6446.714628,6851.661527,,24273.398424,6446.714628,,6851.661527,,,,
Masculino,57.0,[55 - 60>,Casado,ZONA 10,CALLAO,CALLAO,CARMEN DE LA LEGUA,23.65753424657534,1367.84,1.0,0.0,0.0,0.0,0.0,2711.956149,,,,,2711.956149,,3833.788968,,,2711.956149,,,,
Femenino,51.0,[50 - 55>,Soltero,ZONA 8,LIMA,LIMA,SAN JUAN DE MIRAFLORES,23.654794520547945,1832.0,1.0,0.0,0.0,1.0,0.0,7048.859198,,,,882.055498,6166.803699,,14403.350462,882.055498,,6166.803699,,,,
Femenino,53.0,[50 - 55>,Divorciado,ZONA 8,LIMA,LIMA,SURQUILLO,23.638356164383563,1301.44,1.0,0.0,0.0,0.0,0.0,3807.999314,,,3807.999314,,,,513.874614,,,,,,,
Masculino,48.0,[45 - 50>,Casado,ZONA 7,LIMA,LIMA,SANTIAGO DE SURCO,23.594520547945205,4366.5,1.0,0.0,0.0,1.0,0.0,25851.147653,,,,3115.029119,22736.118533,,29970.020554,3115.029119,,,22736.118533,,,
Masculino,52.0,[50 - 55>,Casado,ZONA 8,LIMA,LIMA,SURQUILLO,23.586301369863012,1721.6,1.0,0.0,0.0,0.0,0.0,780.979787,,,,780.979787,,,11371.017471,780.979787,,,,,,
Femenino,56.0,[55 - 60>,Casado,ZONA 7,LIMA,LIMA,SANTIAGO DE SURCO,23.53972602739726,13400.0,1.0,0.0,0.0,0.0,0.0,770533.860911,,,,4101.767728,353431.709489,413000.383693,30450.633778,4101.767728,,338239.708804,15192.000685,,413000.383693,
Masculino,59.0,[55 - 60>,Soltero,ZONA 10,CALLAO,CALLAO,CALLAO,23.4,2016.87,1.0,0.0,0.0,1.0,0.0,562.264474,,,,562.264474,,,12197.875984,562.264474,,,,,,
Masculino,59.0,[55 - 60>,Soltero,ZONA 6,LIMA,LIMA,PUEBLO LIBRE,23.389041095890413,3087.88,1.0,0.0,0.0,1.0,0.0,18330.736553,,,,12461.267557,5869.468996,,30858.266529,18330.736553,,,,,,
Masculino,54.0,[50 - 55>,Casado,ZONA 7,LIMA,LIMA,SAN BORJA,23.326027397260273,2269.67,1.0,0.0,0.0,0.0,0.0,360.256937,,,,360.256937,,,22884.549503,360.256937,,,,,,
Masculino,52.0,[50 - 55>,Soltero,ZONA 7,LIMA,LIMA,SAN ISIDRO,23.243835616438357,1101.41,1.0,0.0,0.0,0.0,0.0,3.038711,,,,3.038711,,,959.232613,3.038711,,,,,,
Masculino,41.0,[40 - 45>,Casado,ZONA 7,LIMA,LIMA,SANTIAGO DE SURCO,22.96164383561644,13400.0,1.0,0.0,0.0,1.0,1.0,576558.804385,,,,1396.567317,,575162.237067,88082.288454,1396.567317,,,,,575162.237067,
Femenino,48.0,[45 - 50>,Soltero,ZONA 7,LIMA,LIMA,LA MOLINA,22.93972602739726,1786.4,1.0,0.0,0.0,1.0,0.0,643.460089,,,,643.460089,,,13449.331963,643.460089,,,,,,
Masculino,33.0,[30 - 35>,Casado,ZONA 7,LIMA,LIMA,SAN BORJA,22.832876712328765,6436.41,1.0,0.0,0.0,0.0,0.0,104965.286056,,,,18.328194,,104946.957862,33059.266872,18.328194,,,,,104946.957862,
Masculino,50.0,[50 - 55>,Soltero,ZONA 7,LIMA,LIMA,SAN ISIDRO,22.805479452054794,13400.0,1.0,0.0,0.0,0.0,0.0,746821.233299,216384.833847,,,,,530436.399451,27406.646111,,,,,,530436.399451,
Femenino,42.0,[40 - 45>,Soltero,ZONA 6,LIMA,LIMA,PUEBLO LIBRE,22.797260273972604,1482.38,1.0,0.0,0.0,1.0,0.0,1223.888317,,,,,1223.888317,,4870.332305,,,1223.888317,,,,
Femenino,48.0,[45 - 50>,Soltero,ZONA 9,LIMA,LIMA,VILLA EL SALVADOR,22.646575342465752,994.34,1.0,0.0,0.0,0.0,0.0,170.948955,,,,170.948955,,,2124.015073,170.948955,,,,,,
Femenino,50.0,[50 - 55>,Soltero,ZONA 6,LIMA,LIMA,JESUS MARIA,22.24931506849315,2109.3,1.0,0.0,0.0,0.0,0.0,7113.244261,,,,150.424803,6962.819458,,26644.097293,150.424803,,6962.819458,,,,
Femenino,59.0,[55 - 60>,Casado,ZONA 8,LIMA,LIMA,CHORRILLOS,21.80821917808219,1498.15,1.0,0.0,0.0,0.0,0.0,125.368276,,,,125.368276,,,17810.894141,125.368276,,,,,,
Masculino,47.0,[45 - 50>,Casado,ZONA 7,LIMA,LIMA,SANTIAGO DE SURCO,21.78904109589041,5537.42,1.0,0.0,0.0,0.0,0.0,318.859198,,,,318.859198,,,40277.492291,318.859198,,,,,,
Femenino,41.0,[40 - 45>,Soltero,ZONA 3,LIMA,LIMA,SAN JUAN DE LURIGANCHO,21.64109589041096,1061.57,1.0,0.0,0.0,0.0,0.0,237.625899,,,,237.625899,,,1370.332305,237.625899,,,,,,
Femenino,54.0,[50 - 55>,Soltero,ZONA 7,LIMA,LIMA,SAN BORJA,21.572602739726026,1634.4,1.0,0.0,0.0,0.0,0.0,39.71223,,,,39.71223,,,11579.307982,39.71223,,,,,,
Masculino,53.0,[50 - 55>,Soltero,ZONA 7,LIMA,LIMA,SAN ISIDRO,21.54794520547945,5817.14,1.0,0.0,0.0,0.0,0.0,9332.339842,,,,9332.339842,,,42595.649194,9332.339842,,,,,,
Femenino,50.0,[50 - 55>,Soltero,ZONA 10,CALLAO,CALLAO,CALLAO,21.517808219178082,2293.37,1.0,0.0,0.0,0.0,0.0,655.649194,,,,655.649194,,,12812.709832,655.649194,,,,,,
Masculino,45.0,[45 - 50>,Soltero,ZONA 7,LIMA,LIMA,MIRAFLORES,21.35890410958904,9907.8,1.0,0.0,0.0,0.0,0.0,330538.064405,,,,4901.846522,,325636.217882,65533.864337,4901.846522,,,,,325636.217882,
Masculino,55.0,[55 - 60>,Soltero,ZONA 4,LIMA,LIMA,LIMA,21.17808219178082,3077.24,1.0,0.0,0.0,0.0,0.0,10884.361082,,,,814.292565,10070.068516,,15848.482356,814.292565,,,10070.068516,,,
Masculino,48.0,[45 - 50>,Soltero,ZONA 7,LIMA,LIMA,LA MOLINA,21.14246575342466,2326.55,1.0,0.0,0.0,0.0,0.0,26.55704,,,,26.55704,,,22267.899965,26.55704,,,,,,
Femenino,39.0,[35 - 40>,Soltero,ZONA 6,LIMA,LIMA,PUEBLO LIBRE,20.824657534246576,1760.8,1.0,0.0,0.0,0.0,0.0,1561.973278,,,,1561.973278,,,17694.415895,1561.973278,,,,,,
Masculino,57.0,[55 - 60>,Casado,ZONA 7,LIMA,LIMA,SANTIAGO DE SURCO,20.81917808219178,2371.2,1.0,0.0,0.0,0.0,0.0,1541.425145,,,,1541.425145,,,33041.932168,1541.425145,,,,,,
Masculino,58.0,[55 - 60>,Divorciado,ZONA 6,LIMA,LIMA,JESUS MARIA,20.767123287671232,1663.2,1.0,0.0,0.0,1.0,1.0,215.357999,,,,215.357999,,,7669.42446,215.357999,,,,,,
Masculino,59.0,[55 - 60>,Casado,ZONA 7,LIMA,LIMA,LA MOLINA,20.747945205479454,2379.0,1.0,0.0,0.0,0.0,0.0,16874.422747,,,,545.94039,,16328.482356,51318.944844,545.94039,,,,,,16328.482356
Femenino,58.0,[55 - 60>,Soltero,ZONA 6,LIMA,LIMA,LINCE,20.5972602739726,1185.24,1.0,0.0,0.0,0.0,0.0,210.31175,,,,210.31175,,,2953.038711,210.31175,,,,,,
Masculino,58.0,[55 - 60>,Casado,ZONA 7,LIMA,LIMA,MIRAFLORES,20.45205479452055,2430.48,1.0,0.0,0.0,0.0,0.0,1385.173004,,,,1385.173004,,,42480.301473,1385.173004,,,,,,
Masculino,44.0,[40 - 45>,Soltero,ZONA 7,LIMA,LIMA,SAN ISIDRO,20.4027397260274,7724.16,1.0,0.0,0.0,0.0,0.0,2029.325111,,,,2029.325111,,,32202.809181,2029.325111,,,,,,
Femenino,58.0,[55 - 60>,Casado,ZONA 6,LIMA,LIMA,JESUS MARIA,20.306849315068494,1130.46,1.0,0.0,0.0,0.0,0.0,1615.89928,,,,,1615.89928,,,,,1615.89928,,,,
Femenino,59.0,[55 - 60>,Casado,ZONA 2,LIMA,LIMA,SAN MARTIN DE PORRES,20.246575342465754,1452.5,1.0,0.0,0.0,0.0,0.0,6179.468996,,,,1378.492634,4800.976361,,4693.730729,1378.492634,,4800.976361,,,,
Femenino,43.0,[40 - 45>,Casado,ZONA 8,LIMA,LIMA,CHORRILLOS,20.16986301369863,2831.29,1.0,0.0,0.0,0.0,0.0,33140.794792,,,,193.50805,,32947.286742,27372.387804,193.50805,,,,,32947.286742,
Femenino,47.0,[45 - 50>,Soltero,ZONA 7,LIMA,LIMA,SAN BORJA,20.147945205479452,2933.7,1.0,0.0,0.0,0.0,0.0,22058.715313,,,,724.785885,5413.120931,15920.808496,33066.526207,724.785885,,5413.120931,,,15920.808496,
Masculino,48.0,[45 - 50>,Soltero,ZONA 7,LIMA,LIMA,SAN BORJA,20.13972602739726,3033.8,1.0,0.0,0.0,0.0,0.0,1675.861596,,,,1675.861596,,,51041.664953,1675.861596,,,,,,
Masculino,51.0,[50 - 55>,Divorciado,ZONA 7,LIMA,LIMA,SAN ISIDRO,20.13150684931507,2102.98,1.0,0.0,0.0,1.0,0.0,260.91127,,,,17.057211,243.854059,,18110.620075,17.057211,,243.854059,,,,
Femenino,55.0,[55 - 60>,Soltero,ZONA 5,LIMA,LIMA,ATE-VITARTE,20.101369863013698,1884.0,1.0,0.0,0.0,1.0,0.0,21758.643371,,,,12935.628639,8823.014731,,31257.067488,13569.400479,,8189.242891,,,,
Masculino,41.0,[40 - 45>,Soltero,ZONA 10,CALLAO,CALLAO,CALLAO,19.991780821917807,4347.0,1.0,0.0,0.0,1.0,0.0,107519.688249,,,,307.259335,29293.090099,77919.338814,7638.746145,307.259335,,29293.090099,,,77919.338814,
Femenino,49.0,[45 - 50>,Soltero,ZONA 7,LIMA,LIMA,SANTIAGO DE SURCO,19.947945205479453,1888.0,1.0,0.0,0.0,0.0,0.0,1093.045563,,,,428.105515,664.940047,,23004.453579,428.105515,,664.940047,,,,
Masculino,35.0,[35 - 40>,Soltero,ZONA 7,LIMA,LIMA,MIRAFLORES,19.77260273972603,6202.81,1.0,0.0,0.0,0.0,0.0,227947.112024,38701.510791,,,10246.235011,178999.366221,,40651.291538,10246.235011,,178999.366221,,,,
Masculino,51.0,[50 - 55>,Soltero,ZONA 6,LIMA,LIMA,SAN MIGUEL,19.632876712328766,1767.2,1.0,0.0,0.0,0.0,0.0,1950.503597,,,,1950.503597,,,10460.322028,1950.503597,,,,,,
Femenino,42.0,[40 - 45>,Casado,ZONA 7,LIMA,LIMA,SAN ISIDRO,19.457534246575342,7905.6,1.0,0.0,0.0,0.0,0.0,18254.76533,,,,18254.76533,,,124962.175402,18254.76533,,,,,,
Masculino,43.0,[40 - 45>,Casado,ZONA 7,LIMA,LIMA,LA MOLINA,19.443835616438356,6530.4,1.0,0.0,0.0,0.0,0.0,293551.911613,107201.366906,,,52511.894484,133838.650222,,87664.337101,74025.680027,,112324.864679,,,,
Femenino,56.0,[55 - 60>,Soltero,ZONA 4,LIMA,LIMA,LIMA,8.002739726027396,1710.4,1.0,0.0,0.0,1.0,1.0,15167.235354,,,,5024.39534,10142.840013,,143184.378211,15167.235354,,,,,,
Masculino,41.0,[40 - 45>,Soltero,ZONA 4,LIMA,LIMA,LIMA,8.495890410958904,2396.16,1.0,0.0,0.0,0.0,0.0,38234.08359,,,,168.804385,,38065.279205,4761.904761,168.804385,,,,,,38065.279205
Femenino,53.0,[50 - 55>,Soltero,ZONA 5,LIMA,LIMA,ATE-VITARTE,19.24931506849315,1372.82,1.0,0.0,0.0,0.0,0.0,2.363823,,,,2.363823,,,6121.959575,2.363823,,,,,,
Femenino,51.0,[50 - 55>,Casado,ZONA 6,LIMA,LIMA,JESUS MARIA,7.986301369863014,1971.2,1.0,0.0,0.0,0.0,0.0,15263.158615,,,,204.179513,,15058.979102,17300.787941,204.179513,,,,,15058.979102,
Femenino,56.0,[55 - 60>,Soltero,ZONA 7,LIMA,LIMA,SAN BORJA,19.005479452054793,3598.5,1.0,0.0,0.0,0.0,0.0,13174.176087,,,,13174.176087,,,63795.563549,13174.176087,,,,,,
Femenino,56.0,[55 - 60>,Casado,ZONA 7,LIMA,LIMA,SAN BORJA,18.956164383561642,2404.74,1.0,0.0,0.0,0.0,0.0,209.715656,,,,209.715656,,,27521.137375,209.715656,,,,,,
Femenino,47.0,[45 - 50>,Soltero,ZONA 7,LIMA,LIMA,SANTIAGO DE SURCO,18.92054794520548,11146.95,1.0,0.0,0.0,0.0,0.0,15336.313806,,,,15336.313806,,,95923.26139,15336.313806,,,,,,
Femenino,50.0,[50 - 55>,Casado,ZONA 6,LIMA,LIMA,PUEBLO LIBRE,18.91780821917808,1366.18,1.0,0.0,0.0,0.0,0.0,482.435765,,,,482.435765,,,3905.44707,482.435765,,,,,,
Femenino,50.0,[50 - 55>,Casado,ZONA 1,LIMA,LIMA,COMAS,18.586301369863012,1578.66,1.0,0.0,0.0,0.0,0.0,806.461116,,,,806.461116,,,16358.341897,806.461116,,,,,,
Femenino,58.0,[55 - 60>,Divorciado,ZONA 7,LIMA,LIMA,SANTIAGO DE SURCO,18.528767123287672,2232.54,1.0,0.0,0.0,1.0,1.0,2947.012675,,,,2127.338129,819.674546,,10278.091812,2127.338129,,,,819.674546,,
Masculino,46.0,[45 - 50>,Soltero,ZONA 6,LIMA,LIMA,LINCE,18.268493150684932,1815.2,1.0,0.0,0.0,0.0,0.0,2760.308324,,,,2760.308324,,,14371.360054,2760.308324,,,,,,
Femenino,48.0,[45 - 50>,Soltero,ZONA 6,LIMA,LIMA,LINCE,18.252054794520546,2018.45,1.0,0.0,0.0,1.0,0.0,14208.862624,,,,11092.391229,3116.471394,,25196.676944,11092.391229,,3116.471394,,,,
Femenino,42.0,[40 - 45>,Casado,ZONA 6,LIMA,LIMA,LINCE,18.213698630136985,1567.87,1.0,0.0,0.0,1.0,1.0,76.694073,,,,76.694073,,,21784.498115,76.694073,,,,,,
Masculino,44.0,[40 - 45>,Soltero,ZONA 7,LIMA,LIMA,SAN ISIDRO,18.057534246575344,7655.76,1.0,0.0,0.0,0.0,0.0,20797.235354,,,,20797.235354,,,92552.929085,20797.235354,,,,,,
Masculino,58.0,[55 - 60>,Soltero,ZONA 2,LIMA,LIMA,INDEPENDENCIA,18.019178082191782,1199.35,1.0,0.0,0.0,0.0,0.0,593.843782,,,,,593.843782,,,,,593.843782,,,,
Masculino,53.0,[50 - 55>,Casado,ZONA 9,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,17.86849315068493,1208.48,1.0,0.0,0.0,0.0,0.0,1013.3025,,,,,1013.3025,,,,,1013.3025,,,,
Femenino,45.0,[45 - 50>,Soltero,ZONA 4,LIMA,LIMA,LIMA,17.65753424657534,2181.19,1.0,0.0,0.0,0.0,0.0,434.809866,,,,434.809866,,,20966.769441,434.809866,,,,,,
Femenino,59.0,[55 - 60>,Casado,ZONA 7,LIMA,LIMA,MIRAFLORES,17.55890410958904,1311.4,1.0,0.0,0.0,0.0,0.0,192.12744,,,,192.12744,,,1233.299075,192.12744,,,,,,
Femenino,46.0,[45 - 50>,Soltero,ZONA 8,LIMA,LIMA,SURQUILLO,17.413698630136988,4148.25,1.0,0.0,0.0,0.0,0.0,185.419664,,,,185.419664,,,38492.634463,185.419664,,,,,,
Femenino,56.0,[55 - 60>,Casado,ZONA NORTE,LAMBAYEQUE,CHICLAYO,CHICLAYO,17.356164383561644,2645.76,1.0,0.0,0.0,0.0,0.0,2116.718054,,,,2116.718054,,,32015.810208,2116.718054,,,,,,
Masculino,58.0,[55 - 60>,Soltero,ZONA 6,LIMA,LIMA,SAN MIGUEL,17.276712328767122,7668.72,1.0,0.0,0.0,1.0,1.0,3781.640972,,,,3781.640972,,,74238.609112,3781.640972,,,,,,
Masculino,57.0,[55 - 60>,Casado,ZONA 7,LIMA,LIMA,SAN BORJA,17.27123287671233,3170.72,1.0,0.0,0.0,0.0,0.0,2042.768071,,,,2042.768071,,,53113.737581,2042.768071,,,,,,
Femenino,54.0,[50 - 55>,Casado,ZONA 7,LIMA,LIMA,SANTIAGO DE SURCO,17.035616438356165,1710.4,1.0,0.0,0.0,0.0,0.0,2994.528948,,,,2994.528948,,,9318.259677,2994.528948,,,,,,
Femenino,52.0,[50 - 55>,Soltero,ZONA 2,LIMA,LIMA,SAN MARTIN DE PORRES,16.994520547945207,1943.2,1.0,0.0,0.0,0.0,0.0,26846.358341,,,,,,26846.358341,6824.597464,,,,,,26846.358341,
Masculino,43.0,[40 - 45>,Soltero,ZONA 7,LIMA,LIMA,SAN BORJA,16.947945205479453,1518.9,1.0,0.0,0.0,0.0,0.0,0.092497,,,,0.092497,,,6611.510791,0.092497,,,,,,
Femenino,56.0,[55 - 60>,Casado,ZONA 6,LIMA,LIMA,MAGDALENA DEL MAR,16.923287671232877,1513.09,1.0,0.0,0.0,0.0,0.0,3973.556012,,,,192.7852,3780.770811,,7262.761219,192.7852,,3780.770811,,,,
Femenino,45.0,[45 - 50>,Soltero,ZONA 7,LIMA,LIMA,SANTIAGO DE SURCO,16.86027397260274,1525.54,1.0,0.0,0.0,0.0,0.0,0.746831,,,,0.746831,,,6399.451867,0.746831,,,,,,
Femenino,48.0,[45 - 50>,Soltero,ZONA 8,LIMA,LIMA,CHORRILLOS,16.802739726027397,1522.22,1.0,0.0,0.0,0.0,0.0,3157.228502,,,,3.093525,3154.134977,,4482.699554,3.093525,3154.134977,,,,,
Femenino,59.0,[55 - 60>,Casado,ZONA 3,LIMA,LIMA,SAN JUAN DE LURIGANCHO,16.723287671232878,1487.36,1.0,0.0,0.0,0.0,0.0,4091.373758,,,,270.948955,3820.424803,,5346.008907,270.948955,,3820.424803,,,,
Femenino,49.0,[45 - 50>,Soltero,ZONA 2,LIMA,LIMA,SAN MARTIN DE PORRES,16.71780821917808,1493.17,1.0,0.0,0.0,0.0,0.0,1874.696813,,,,1506.844809,367.852004,,5895.854744,1506.844809,,367.852004,,,,
Masculino,41.0,[40 - 45>,Soltero,ZONA 9,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,16.66849315068493,1955.2,1.0,0.0,0.0,1.0,1.0,6780.208975,,,,6780.208975,,,7854.251455,3066.190476,,3714.018499,,,,
Femenino,36.0,[35 - 40>,Soltero,ZONA 5,LIMA,LIMA,ATE-VITARTE,16.534246575342465,1410.17,1.0,0.0,0.0,1.0,0.0,1214.145255,,,,1214.145255,,,7789.653991,1214.145255,,,,,,
Masculino,54.0,[50 - 55>,Casado,ZONA 4,LIMA,LIMA,LA VICTORIA,16.53150684931507,2396.16,1.0,0.0,0.0,1.0,1.0,59025.173004,,,,320.945529,,58704.227475,1835.508735,320.945529,,,,,58704.227475,
Masculino,56.0,[55 - 60>,Soltero,ZONA 2,LIMA,LIMA,LOS OLIVOS,16.33150684931507,13400.0,1.0,0.0,0.0,0.0,0.0,616903.203151,,,,1972.99075,,614930.212401,137821.260705,1972.99075,,,,,614930.212401,
Masculino,59.0,[55 - 60>,Casado,ZONA 7,LIMA,LIMA,SAN BORJA,16.295890410958904,1990.4,1.0,0.0,0.0,0.0,0.0,465.837615,,,,465.837615,,,16259.677971,465.837615,,,,,,
Masculino,57.0,[55 - 60>,Casado,ZONA 7,LIMA,LIMA,SANTIAGO DE SURCO,16.273972602739725,6116.67,1.0,0.0,0.0,0.0,0.0,12222.367249,,,,6314.261733,5908.105515,,45604.080164,6314.261733,,5908.105515,,,,
Masculino,53.0,[50 - 55>,Soltero,ZONA 7,LIMA,LIMA,SAN BORJA,16.23013698630137,8170.68,1.0,0.0,0.0,1.0,0.0,378959.585474,,,,13683.254539,365276.330935,,82132.987324,13683.254539,,365276.330935,,,,
Masculino,57.0,[55 - 60>,Casado,ZONA 6,LIMA,LIMA,PUEBLO LIBRE,16.156164383561645,1510.6,1.0,0.0,0.0,0.0,0.0,9322.271325,,,,,,9322.271325,2774.922918,,,,,,9322.271325,
Masculino,47.0,[45 - 50>,Soltero,ZONA 6,LIMA,LIMA,SAN MIGUEL,16.13972602739726,1186.07,1.0,0.0,0.0,0.0,0.0,1997.619047,,,,,,1997.619047,,,,,,,,1997.619047
Femenino,56.0,[55 - 60>,Soltero,ZONA 7,LIMA,LIMA,MIRAFLORES,16.13972602739726,2163.02,1.0,0.0,0.0,0.0,0.0,2126.58102,,,,328.08496,1798.49606,,25074.833847,825.666324,,1300.914696,,,,
Masculino,42.0,[40 - 45>,Casado,ZONA 7,LIMA,LIMA,SAN BORJA,16.136986301369863,1605.22,1.0,0.0,0.0,1.0,0.0,1556.55704,,,,1556.55704,,,1500.0,1556.55704,,,,,,
Masculino,59.0,[55 - 60>,Soltero,ZONA 7,LIMA,LIMA,SANTIAGO DE SURCO,16.123287671232877,7019.28,1.0,0.0,0.0,0.0,0.0,15916.676944,,,,6712.521411,9204.155532,,27303.871188,6712.521411,,,9204.155532,,,
Femenino,54.0,[50 - 55>,Soltero,ZONA 7,LIMA,LIMA,SANTIAGO DE SURCO,16.106849315068494,2174.87,1.0,0.0,0.0,0.0,0.0,192.548818,,,,192.548818,,,33778.70161,192.548818,,,,,,
Masculino,46.0,[45 - 50>,Soltero,ZONA 2,LIMA,LIMA,SAN MARTIN DE PORRES,16.104109589041094,2294.16,1.0,0.0,0.0,1.0,1.0,143.514902,,,,143.514902,,,31632.425488,143.514902,,,,,,
Masculino,39.0,[35 - 40>,Soltero,ZONA 7,LIMA,LIMA,SAN ISIDRO,16.0986301369863,2230.17,1.0,0.0,0.0,0.0,0.0,3920.472764,,,,3920.472764,,,16570.126755,3920.472764,,,,,,
Masculino,58.0,[55 - 60>,Casado,ZONA 7,LIMA,LIMA,MIRAFLORES,16.095890410958905,3428.25,1.0,0.0,0.0,0.0,0.0,1648.461801,,,,1648.461801,,,31707.560808,1648.461801,,,,,,
Masculino,56.0,[55 - 60>,Casado,ZONA 7,LIMA,LIMA,LA MOLINA,16.09315068493151,4055.25,1.0,0.0,0.0,0.0,0.0,458.951695,,,,458.951695,,,103063.583418,458.951695,,,,,,
Masculino,58.0,[55 - 60>,Casado,ZONA 7,LIMA,LIMA,SAN ISIDRO,16.087671232876712,1523.05,1.0,0.0,0.0,0.0,0.0,4757.218225,,,,4757.218225,,,41267.728674,4757.218225,,,,,,
Femenino,54.0,[50 - 55>,Casado,ZONA 6,LIMA,LIMA,SAN MIGUEL,16.087671232876712,2569.32,1.0,0.0,0.0,0.0,0.0,1555.018842,,,,1555.018842,,,32964.268585,1555.018842,,,,,,
Femenino,58.0,[55 - 60>,Soltero,ZONA 4,LIMA,LIMA,LIMA,16.03835616438356,1773.6,1.0,0.0,0.0,0.0,0.0,9278.718739,,,,1728.718739,7550.0,,3906.132237,1728.718739,,7550.0,,,,
Femenino,59.0,[55 - 60>,Soltero,ZONA 7,LIMA,LIMA,SANTIAGO DE SURCO,16.03287671232877,1259.94,1.0,0.0,0.0,1.0,0.0,123.412127,,,,123.412127,,,2013.874614,123.412127,,,,,,
Femenino,38.0,[35 - 40>,Soltero,ZONA 7,LIMA,LIMA,MIRAFLORES,15.997260273972604,1387.76,1.0,0.0,0.0,0.0,0.0,108.958547,,,,108.958547,,,4607.742377,108.958547,,,,,,
Masculino,59.0,[55 - 60>,Casado,ZONA 7,LIMA,LIMA,SAN BORJA,15.95890410958904,1757.6,1.0,0.0,0.0,0.0,0.0,15.813634,,,,15.813634,,,20109.969167,15.813634,,,,,,
Femenino,37.0,[35 - 40>,Soltero,ZONA 6,LIMA,LIMA,MAGDALENA DEL MAR,15.947945205479453,1219.27,1.0,0.0,0.0,0.0,0.0,138.907159,,,,138.907159,,,4813.484069,138.907159,,,,,,
Femenino,56.0,[55 - 60>,Casado,ZONA 7,LIMA,LIMA,SANTIAGO DE SURCO,15.947945205479453,3681.0,1.0,0.0,0.0,0.0,0.0,2228.729016,,,,2228.729016,,,26755.988352,2228.729016,,,,,,
Femenino,34.0,[30 - 35>,Casado,ZONA 7,LIMA,LIMA,SANTIAGO DE SURCO,15.93972602739726,1620.99,1.0,0.0,0.0,0.0,0.0,0.061664,,,,0.061664,,,19832.134292,0.061664,,,,,,
Masculino,53.0,[50 - 55>,Casado,ZONA 3,LIMA,LIMA,SAN JUAN DE LURIGANCHO,15.92876712328767,1643.2,1.0,0.0,0.0,1.0,1.0,1485.090784,,,,1485.090784,,,20042.326139,532.339842,,952.750942,,,,
Femenino,40.0,[40 - 45>,Casado,ZONA 7,LIMA,LIMA,SAN BORJA,15.92054794520548,4103.25,1.0,0.0,0.0,0.0,0.0,11087.831449,,,,11087.831449,,,29097.807468,11087.831449,,,,,,
Femenino,53.0,[50 - 55>,Casado,ZONA 6,LIMA,LIMA,JESUS MARIA,15.92054794520548,1434.24,1.0,0.0,0.0,0.0,0.0,824.364508,,,,824.364508,,,8016.78657,824.364508,,,,,,
Femenino,46.0,[45 - 50>,Soltero,ZONA 7,LIMA,LIMA,MIRAFLORES,15.912328767123288,1579.49,1.0,0.0,0.0,0.0,0.0,312.14457,,,,4.28914,307.855429,,9320.692017,4.28914,,307.855429,,,,
Femenino,43.0,[40 - 45>,Soltero,ZONA 8,LIMA,LIMA,SURQUILLO,15.893150684931507,1822.4,1.0,0.0,0.0,0.0,0.0,11391.178485,,,,1833.741007,,9557.437478,4916.067146,1833.741007,,,,,,9557.437478
Masculino,42.0,[40 - 45>,Soltero,ZONA 4,LIMA,LIMA,LA VICTORIA,15.882191780821918,1631.78,1.0,0.0,0.0,0.0,0.0,117.492291,,,,117.492291,,,4282.288454,117.492291,,,,,,
